15,5.251045371
20,5.080705958
25,5.286071558
30,6.390220775
35,5.62532854
40,5.491102422
45,6.126685568
50,5.445595701
55,5.350197092
60,5.579894416
65,5.913329175
70,5.474017259
75,6.068271533
80,5.931890712
85,5.920440884
90,5.722776067
95,5.44301689
100,5.912482827
105,5.962596768
110,5.673973535
115,5.83671849
120,5.980180954
125,5.926264585
130,6.021869879
135,5.468835523
140,5.326026864
145,6.308457127
150,6.387080775
155,6.121757885
160,6.153346822
165,6.277831533
170,6.155221134
175,5.991235757
180,5.581492195
185,5.819104607
190,5.480496229
195,7.129914111
200,7.033266937
205,6.812454589
210,6.752932222
215,6.778093074
220,7.120459884
225,7.147179447
230,6.894394128
235,6.9157818
240,6.88183749
245,6.51433202
250,6.705562861
255,6.733542991
260,6.652276546
265,6.529164827
270,6.357035673
275,6.463223688
280,6.110619241
285,6.359007869
