5,5.452901187
10,4.985681484
15,4.936415748
20,4.862543745
25,4.943760436
30,4.590231149
35,4.434294564
40,4.660751042
45,4.253987012
50,4.173346425
55,3.715788968
60,3.932203527
65,3.779743367
70,3.685676316
75,3.731810494
80,3.917853975
85,3.614142496
90,4.064495814
95,4.065036015
100,4.118284572
105,4.266182017
110,4.246999817
115,3.998325037
120,4.488210613
125,4.382655989
130,4.300656921
135,4.253693026
140,4.084870115
145,4.439097662
150,4.372232617
155,4.624346504
160,4.721480722
165,4.625763263
170,4.725504278
175,4.717557449
180,4.804879622
185,4.472552273
190,4.815450451
195,4.74493672
200,4.904397018
205,4.745256009
210,4.894928597
215,4.784169401
220,4.809127791
225,5.065272562
230,5.024498167
235,4.987051452
240,5.17136714
245,5.280694607
250,5.161070246
255,5.32148368
260,5.220067545
265,5.529074594
270,5.155261984
275,5.145596894
280,5.273743423
285,5.213984083
290,5.533561268
295,5.419609572
300,5.540894684
