15,4.854588248
20,4.057789499
25,4.413070301
30,3.986052584
35,4.030512566
40,3.883629036
45,3.894263781
50,3.611390322
55,3.342086907
60,3.425039029
65,1.955905934
70,3.40511762
75,3.368338323
80,3.083608794
85,3.095985201
90,3.314398715
95,3.084204414
100,3.109967809
105,3.108957069
110,3.565740549
115,2.980536028
120,3.051245998
125,3.225287304
130,3.502060598
135,2.956737757
140,3.365955057
145,3.28821026
150,2.845640423
155,2.785794607
160,3.182545283
165,3.245205962
170,3.097062681
175,3.57575302
180,3.250213965
185,3.100049763
190,3.058706693
195,3.100854326
200,3.574611274
205,3.131249768
210,3.157393414
215,3.137170373
220,3.349379095
225,3.526635212
230,3.395750635
235,3.538248595
240,3.482145153
245,3.555851381
250,3.367506006
255,3.170021453
260,3.557809481
265,3.429751948
270,3.751396573
275,3.684811629
280,3.743355015
285,3.678243464
290,3.857213685
295,3.865227507
300,3.889941751
