Random-DD
25,6.612129027
30,6.795478526
35,6.643562692
40,7.591262264
45,7.06869151
50,7.721196003
55,8.063939033
60,7.751775946
65,8.695403232
70,9.352126976
75,8.221347262
80,10.317003963
85,9.55606596
90,10.689248751
95,9.950272946
100,9.967221888
105,10.923318618
110,12.243687236
115,13.471240269
120,11.488439421
125,11.442867324
130,11.434596481
135,14.191810514
140,13.63852335
145,14.91876316
150,15.904794326
155,13.677148998
160,14.831935688
165,15.200201162
170,15.052354742
175,17.155228902
180,17.223335322
185,15.934378885
190,14.305664301
195,14.340819409
200,17.027521001
Random-DB
25,8.156212647
30,4.850392884
35,4.890919451
40,4.933433123
45,4.928493457
50,4.662082056
55,4.86411211
60,4.922935639
65,5.161263048
70,5.923479115
75,5.227172889
80,5.829581685
85,5.354602795
90,5.589553684
95,5.566933827
100,6.140388586
105,5.229092188
110,6.208322449
115,5.765624993
120,6.423386212
125,6.662841932
130,7.343698907
135,6.619988905
140,5.58899955
145,6.606221308
150,6.440928567
155,6.086820477
160,6.886203255
165,5.550866195
170,7.210712996
175,6.285973004
180,5.605613083
185,6.240894831
190,7.028512513
195,7.207154507
200,6.905415365
