15,8.756175488
20,6.8727536
25,4.322776261
30,4.415583717
35,4.300393004
40,4.270810757
45,4.16629481
50,4.366942215
55,4.184918411
60,4.164901022
65,4.353320537
70,4.326200309
75,4.363434819
80,4.420719316
85,4.661258624
90,4.635475618
95,4.618980183
100,4.874014399
105,4.892570732
110,4.862185005
115,5.148783414
120,5.075522366
125,5.162773973
130,5.213299902
135,5.30138733
140,5.357455709
145,5.549947388
150,5.630983242
155,5.686629262
160,5.743257083
165,5.744430656
170,5.555532463
175,5.794253004
180,5.718040485
185,5.856342954
190,5.846165911
195,6.007752716
200,6.179296056
