15,2.645202544
20,2.230617479
25,2.422341207
30,2.007276407
35,2.048040337
40,2.242244663
45,2.255349726
50,2.257405562
55,1.928261016
60,2.497058683
65,2.209143664
70,2.10602847
75,2.429738986
80,2.459558331
85,2.590360834
90,2.264624891
95,2.396295251
100,2.19817297
105,2.553475113
110,2.568098517
115,2.284344574
120,2.4545493
125,2.329523964
130,2.427209531
135,3.275322399
140,3.200804701
145,2.89533307
150,2.661252926
155,2.855003617
160,2.875970947
165,2.695503611
170,2.742400449
175,3.247669475
180,3.027144505
185,3.719907921
190,3.72075982
195,3.724782491
200,3.67467339
