15,5.412307782
20,3.563067656
25,3.648858476
30,3.669162791
35,3.469457787
40,3.072833379
45,3.38214814
50,3.220841264
55,3.337434521
60,3.193145316
65,3.349042955
70,3.172661667
75,3.145273045
80,3.253133215
85,3.002539839
90,2.64019511
95,3.258123914
100,3.293426842
105,3.14043066
110,3.348434816
115,3.283592989
120,3.438850793
125,3.30963753
130,3.236011798
135,3.172573782
140,3.291106884
145,3.229962658
150,3.388756867
155,3.313418631
160,3.344058026
165,3.408683408
170,3.584665729
175,2.706399471
180,3.430500404
185,3.3902239
190,3.343315178
195,3.557464094
200,2.828793508
205,4.05083585
210,4.09740779
215,4.130452208
220,4.602047441
225,4.350539139
230,4.388422689
235,4.347371446
240,4.287319407
245,4.69882758
250,4.839243397
